class_id,class_name,confidence,track_id,bbox,mask
0,pedestrian,0.4774794280529022,111,"[694.8873291015625, 511.6248779296875, 716.6698608398438, 546.2947387695312]",
0,pedestrian,0.4953893423080444,113,"[684.9121704101562, 489.44744873046875, 706.677490234375, 531.16650390625]",
5,truck,0.3574172556400299,117,"[614.5010986328125, 16.3785343170166, 679.1840209960938, 184.01626586914062]",
3,car,0.1196374148130416,120,"[0.0, 259.76953125, 37.954345703125, 284.8731689453125]",
3,car,0.4539385437965393,121,"[1446.0771484375, 535.1538696289062, 1576.5928955078125, 596.1748046875]",
4,van,0.4502838551998138,127,"[1517.500244140625, 534.5985107421875, 1655.28173828125, 594.99560546875]",
5,truck,0.342678964138031,136,"[1768.7430419921875, 535.4493408203125, 1887.2203369140625, 591.0579833984375]",
3,car,0.4269750416278839,141,"[1514.517578125, 340.36248779296875, 1653.390625, 395.3491516113281]",
5,truck,0.566909670829773,143,"[1814.0406494140625, 535.2510986328125, 1920.0, 593.6788940429688]",
3,car,0.3115190863609314,153,"[1514.5684814453125, 340.2845764160156, 1653.3486328125, 395.4057312011719]",
3,car,0.5425061583518982,163,"[1514.027099609375, 339.8448181152344, 1652.9461669921875, 395.8287048339844]",
3,car,0.7076858878135681,165,"[1611.3123779296875, 235.39837646484375, 1737.88720703125, 294.87493896484375]",
3,car,0.301873505115509,171,"[1515.1177978515625, 341.0693054199219, 1653.0732421875, 395.7023010253906]",
3,car,0.4221419095993042,175,"[1764.901611328125, 187.8247833251953, 1895.5794677734375, 289.11322021484375]",
3,car,0.228343665599823,184,"[1515.98681640625, 249.60598754882812, 1596.7491455078125, 286.75091552734375]",
4,van,0.6003679633140564,187,"[1717.080322265625, 206.02220153808594, 1844.56201171875, 291.98199462890625]",
8,bus,0.3953454792499542,188,"[1750.088623046875, 196.09103393554688, 1878.61572265625, 288.8984069824219]",
3,car,0.4406217932701111,189,"[1514.972900390625, 340.9412536621094, 1653.188720703125, 395.9681701660156]",
3,car,0.5503421425819397,190,"[1515.2237548828125, 341.172607421875, 1652.2127685546875, 395.72509765625]",
3,car,0.3194531202316284,193,"[1676.201416015625, 227.499755859375, 1797.3109130859375, 292.7917175292969]",
5,truck,0.5820324420928955,197,"[58.18354415893555, 541.2108154296875, 216.33474731445312, 595.9685668945312]",
3,car,0.4633394181728363,199,"[1515.2841796875, 340.5466613769531, 1652.211669921875, 395.2503356933594]",
3,car,0.7555318474769592,200,"[1628.2684326171875, 231.79737854003906, 1750.8056640625, 293.8505554199219]",
3,car,0.4888876974582672,201,"[1515.439208984375, 340.6532897949219, 1652.369140625, 395.24554443359375]",
4,van,0.3994251787662506,204,"[609.7504272460938, 954.3728637695312, 679.8017578125, 1079.045166015625]",
4,van,0.4392436146736145,206,"[50.866424560546875, 447.9673156738281, 196.87667846679688, 496.1526794433594]",
5,truck,0.4056544899940491,214,"[1511.7911376953125, 339.78765869140625, 1653.3057861328125, 396.0506896972656]",
4,van,0.3600553572177887,216,"[106.38945770263672, 448.11175537109375, 246.46290588378906, 496.966064453125]",
5,truck,0.37947019934654236,222,"[1511.0059814453125, 339.9075622558594, 1654.0213623046875, 396.9376220703125]",
3,car,0.4867801368236542,223,"[3.274994373321533, 248.9779815673828, 117.46088409423828, 304.49261474609375]",
3,car,0.386145681142807,225,"[56.821590423583984, 541.5045166015625, 213.35760498046875, 596.4979248046875]",
